attr:Activity_ID,id,name[1],description[1],attr:Multiple_Choice_Type_(if_applicable),datatype,attr:Input_Options,attr:Calculation,attr:Quantity_Sub-Type,attr:Validation_Condition,attr:Editable,attr:Required,attr:Skip_Logic,attr:Linkages_to_Aggregate_Indicators,attr:Notes,map_to_concept_url[0],attr:ICD-11_URI,attr:ICD-11_Comments_Considerations,map_type[0],map_to_concept_url[1],attr:ICD-10_Comments_Considerations,map_type[1],map_to_concept_url[2],attr:ICD-9_Comments_Considerations,map_type[2],map_to_concept_url[3],attr:LOINC_version_2.68_Comments_Considerations,map_type[3],map_to_concept_url[4],attr:ICHI_URI,attr:ICHI_Comments_Considerations,map_type[4],map_to_concept_url[5],attr:ICF_Comments_Considerations,map_type[5],map_to_concept_url[6],attr:SNOMED_GPS_Code_Comments_Considerations,map_type[6],map_to_concept_url[7],attr:Snomed_CT_International_Version_Comments_Considerations,map_type[7],attr:HL7_FHIR_R4_Resource,attr:HL7_FHIR_R4_Values,map_to_concept_url[8],map_type[8],attr:ICD-11_Description,map_to_concept_url[9],attr:WHO_ATC_Name,attr:Activity_Group,map_type[9],resource_type,source,owner_id,owner_type,retired,name_type[1],map_from_concept_url[10],map_type[10],map_to_concept_url[10],concept_class,attr:ValueSet_URL
IMMZ.G1.Administer Vaccine,86,Need for immunization against leishmaniasis,The individual is within the appropriate time window and requires immunity against leishmaniasis,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC02.0,http://id.who.int/icd/entity/1908905075,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z26.0,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V05.2,Need for prophylactic vaccination and inoculation against leishmaniasis,Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/789028005,Requires vaccination against leishmaniasis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/86/,Input Option,
IMMZ.G1.Administer Vaccine,87,"Need for immunization against certain single viral diseases, unspecified",The individual is within the appropriate time window and requires immunity against a viral disease that was not specified,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC01.Z,No URI for residuals,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z26.8,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V05.8,Need for prophylactic vaccination and inoculation against other specified disease,Equivalent,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/87/,Input Option,
IMMZ.G1.Administer Vaccine,88,Other specified need for immunization against certain specified single infectious diseases,The individual needs immunity against one or more single infectious diseases,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC02.Y,No URI for residuals,,Equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/88/,Input Option,
IMMZ.G1.Administer Vaccine,89,"Need for immunization against certain specified single infectious diseases, unspecified",The individual is within the appropriate time window and requires immunity against an infectious disease not specified,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC02.Z,No URI for residuals,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z26.9,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V05.9,Need for prophylactic vaccination and inoculation against unspecified disease,Equivalent,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/89/,Input Option,
IMMZ.G1.Administer Vaccine,90,Need for immunization against cholera with typhoid-paratyphoid,The individual is within the appropriate time window and requires immunity against cholera with typhoid-paratyphoid,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.0,http://id.who.int/icd/entity/1832869108,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.0,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.0,Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + TAB],Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/789024007,Requires vaccination against cholera with typhoid-paratyphoid (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/90/,Input Option,
IMMZ.G1.Administer Vaccine,91,"Need for immunization against diphtheria-tetanus-pertussis, combined","The individual is within the appropriate time window and requires immunity against diphtheria-tetanus-pertussis, combined",Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.1,http://id.who.int/icd/entity/141857126,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.1,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.1,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP]",Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/703337007,"Requires diphtheria, tetanus and pertussis vaccination (finding)",Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/91/,Input Option,
IMMZ.G1.Administer Vaccine,92,Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid,The individual is within the appropriate time window and requires immunity against diphtheria-tetanus-pertussis with typhoid-paratyphoid,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.2,http://id.who.int/icd/entity/2094645657,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.2,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.2,Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis with typhoid-paratyphoid [DTP + TAB],Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/789027000,Requires vaccination against diphtheria-tetanus-pertussis with typhoid-paratyphoid (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/92/,Input Option,
IMMZ.G1.Administer Vaccine,93,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis,The individual is within the appropriate time window and requires immunity against diphtheria-tetanus-pertussis with poliomyelitis,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.3,http://id.who.int/icd/entity/429001741,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.3,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.3,Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio],Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/789026009,Requires vaccination against diphtheria-tetanus-pertussis with poliomyelitis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/93/,Input Option,
IMMZ.G1.Administer Vaccine,94,Need for immunization against measles-mumps-rubella,The individual is within the appropriate time window and requires immunity against measles-mumps-rubella,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.4,http://id.who.int/icd/entity/1786552217,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.4,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.4,Need for prophylactic vaccination and inoculation against measles-mumps-rubella [MMR],Equivalent,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/703347005,"Requires measles, mumps and rubella vaccination (finding)",Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/94/,Input Option,
IMMZ.G1.Administer Vaccine,95,Other specified need for immunization against combinations of infectious diseases,The individual needs immunity against more than one infectious disease,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.Y,No URI for residuals,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.8,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.8,Need for prophylactic vaccination and inoculation against other combinations of infectious diseases,Equivalent,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/95/,Input Option,
IMMZ.G1.Administer Vaccine,96,"Need for immunization against combinations of infectious diseases, unspecified",The individual is within the appropriate time window and requires immunity against more than one infectious disease,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC03.Z,No URI for residuals,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z27.9,,Equivalent,/orgs/WHO/sources/ICD-9-WHO/concepts/V06.9,Need for prophylactic vaccination and inoculation against unspecified combinations of infectious diseases,Equivalent,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/96/,Input Option,
IMMZ.G1.Administer Vaccine,97,Need for varicella vaccination,The individual is within the appropriate time window and requires immunity against varicella,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC01.Y,No URI for residuals,,Source is narrower than target,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/703344003,Requires varicella vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/97/,Input Option,
IMMZ.G1.Administer Vaccine,98,Need for a meningitis vaccination,The individual is within the appropriate time window and requires immunity against meningitis,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QC02.Y,No URI for residuals,,Source is narrower than target,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/170544002,Requires a meningitis vaccination (finding),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/170544002,Requires a meningitis vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE15/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/98/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE16,Reason Reference ID,"A reference to the resource (Condition, Observation, or DiagnosticReport) highlighting why the immunization occurred. The existence of this referenced resource would justify this immunization.",,ID,,,,Minimum and maximum number of characters based on local policy,Yes,O,,,"This is a reference to another structured data object (Condition, Observation, or DiagnosticReport).",,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/410666004,Reason for (attribute),Equivalent,Immunization.reasonReference,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE17,Subpotency,"Indicates if a dose is considered to be subpotent. By default, a dose should be considered to be potent. If the dose is not subpotent, a Subpotent Reason should be given.",,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.isSubpotent,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE18,Subpotent Reason,"The reason the antigen is consdered sub potent (VVM reading, expired, not properly absorbed etc)",Select one,Coding,,,,Must be a subpotent reason code,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/410666004,Reason for (attribute),Source is narrower than target,Immunization.subpotentReason,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE18-values
IMMZ.G1.Administer Vaccine,99,Partial Dose,The full volume of the dose was not administered to the patient.,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/99/,Input Option,
IMMZ.G1.Administer Vaccine,100,Cold Chain Break,The vaccine experienced a cold chain break.,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/100/,Input Option,
IMMZ.G1.Administer Vaccine,101,Manufacturer Recall,The vaccine was recalled by the manufacturer.,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE18/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/101/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE19,Education,Educational material presented to patient,Select one,Coding,,,,Must be a code for educational material presented to patient,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Contact with health services for other specified counselling. Health Education,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/Z71.8,Other specified counselling,Source is narrower than target,/orgs/WHO/sources/ICD-9-WHO/concepts/V654,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/DTB.PM.ZZ,http://id.who.int/ichi/entity/90239689,Providing information to improve knowledge about functions of the immunological system (functions of immunity),Equivalent,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/171044003,Immunization education (procedure),Equivalent,Immunization.Education,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE19-values
IMMZ.G1.Administer Vaccine,102,Counselling on functions of the immunological system,Explaining to the patient or caregiver how the vaccines work by triggering the body to produce an immune response,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Z71.8 Other specified counselling,Source is narrower than target,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/V655,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/DTB.PP.ZZ,http://id.who.int/ichi/entity/1632570873,Providing therapeutic and/or supportive communication in relation to functions of the immunological system (functions of immunity),Equivalent,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE19/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/102/,Input Option,
IMMZ.G1.Administer Vaccine,103,Advising about functions of the immunological system,Explaining to the patient or caregiver how the vaccines work by triggering the body to produce an immune response,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Z71.8 Other specified counselling,Source is narrower than target,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/V656,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/DTB.PN.ZZ,http://id.who.int/ichi/entity/322441189,Providing advice to encourage a change of or to maintain functions of the immunological system (functions of immunity) in relation to health (or risks),Equivalent,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE19/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/103/,Input Option,
IMMZ.G1.Administer Vaccine,104,Education to influence immunisation behaviours,"Public health interventions to improve general and accurate understanding and impacts of vaccines, and their role in preventing various diseases",Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Z71.8 Other specified counselling,Source is narrower than target,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/V657,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/VDA.PM.ZZ,http://id.who.int/ichi/entity/2070681686,Providing information to improve knowledge in order to influence behaviour concerning patterns of use of immunisation services,Equivalent,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE19/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/104/,Input Option,
IMMZ.G1.Administer Vaccine,105,Advising about immunisation behaviours,"Public health interventions to improve general and accurate understanding and impacts of vaccines, and their role in preventing various diseases",Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Z71.8 Other specified counselling,Source is narrower than target,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/V658,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/VDA.PN.ZZ,http://id.who.int/ichi/entity/1798942634,Providing advice to encourage a change of behaviour concerning patterns of use of immunisation services,Equivalent,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE19/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/105/,Input Option,
IMMZ.G1.Administer Vaccine,106,Awareness raising to influence immunisation behaviours,"Public health interventions to improve general and accurate understanding and impacts of vaccines, and their role in preventing various diseases",Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/QA1Y,No URI for residuals,Z71.8 Other specified counselling,Source is narrower than target,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/V659,"Other counselling, not elsewhere classified",Source is narrower than target,,,,/orgs/WHO/sources/WHO-ICHI/concepts/VDA.VB.ZZ,http://id.who.int/ichi/entity/1378425215,Promoting messages to raise awareness about or to influence behaviour concerning patterns of use of immunisation services,Equivalent,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE19/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/106/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE20,Reaction Date,When reaction started,,Date,,,,,Yes,O,,,,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30953-4,Long common name: Date and time of onset of vaccination adverse event,Equivalent,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/439771001,Date of event (observable entity),Source is narrower than target,Immunization.reaction.date,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE21,Reaction Observation ID,A reference to the observation that contains the details about adverse event/reaction.,,ID,,,,Minimum and maximum number of characters based on local policy,Yes,C,Skip if Reaction Detail not provided,IMMZ.IND.27,This is a reference to another structured data object. Note: The FHIR paths under this data element may change as AdverseEvent,,,,,,,,/orgs/WHO/sources/ICD-9-WHO/concepts/E9496,"Adverse effects in therapeutic use, other and unspecified viral and rickettsial vaccines",Related to,/orgs/Regenstrief/sources/LOINC/concepts/30971-6,Long common name: Adverse event VAERS,Related to,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/263851003,Reaction (qualifier value),Related to,Immunization.reaction.detail,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE22,Reaction Manifestation,"The manifestation of the reaction (for example: infected abscess, swelling, rash, GBS, hives, diarrhea, etc.) which was observed after administering the vaccine.",Select one,Coding,A list of reactions is available in http://hl7.org/fhir/valueset-adverse-event-type.html,,,,Yes,C,Skip if Reaction Detail not provided,IMMZ.IND.27,Example value set: http://hl7.org/fhir/valueset-adverse-event-type.html,/orgs/WHO/sources/ICD-11-WHO/concepts/NE80.3,http://id.who.int/icd/entity/186956137,"This code is includes ""Complications of vaccination, serum reaction"". A more specific code may be selected based on the documented reaction/manifestation.",Source is narrower than target,,,,,,,,,,,,,,,,,,,,,,,Observation.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE22-values
IMMZ.G1.Administer Vaccine,107,Severe local reaction,The patient's reaction manifested in severe local reaction,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/107/,Input Option,
IMMZ.G1.Administer Vaccine,108,Seizures,The patient's reaction manifested in seizures,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/108/,Input Option,
IMMZ.G1.Administer Vaccine,109,Abscess,The patient's reaction manifested in abscess,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/109/,Input Option,
IMMZ.G1.Administer Vaccine,110,Sepsis,The patient's reaction manifested in sepsis,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/110/,Input Option,
IMMZ.G1.Administer Vaccine,111,Encephalopathy,The patient's reaction manifested in Encephalopathy,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/111/,Input Option,
IMMZ.G1.Administer Vaccine,112,Toxic shock syndrome,The patient's reaction manifested in Toxic shock syndrome,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/112/,Input Option,
